"Activity1","Activity2","Activity3","Duration","Next_Activity"
"FIN","RELEASE","CODE OK",-58629,1
"NEW","CHANGE DIAGN","FIN",160389,13
"CHANGE DIAGN","FIN","RELEASE",-91347,6
"FIN","RELEASE","CODE OK",-80021,1
"NEW","FIN","RELEASE",137673,6
"FIN","RELEASE","CODE OK",86464,1
"NEW","CHANGE DIAGN","CHANGE DIAGN",134622,8
"CHANGE DIAGN","CHANGE DIAGN","FIN",137775,13
"CHANGE DIAGN","FIN","RELEASE",83403,6
"FIN","RELEASE","CODE OK",-190684,1
"NEW","CHANGE DIAGN","FIN",137691,13
"CHANGE DIAGN","FIN","RELEASE",242677,6
"FIN","RELEASE","CODE OK",242517,1
"RELEASE","CODE OK","BILLED",233513,16
"CODE OK","BILLED","STORNO",1,1
"BILLED","STORNO","BILLED",47568,16
"STORNO","BILLED","STORNO",-332288,1
"NEW","CHANGE DIAGN","FIN",21707,13
"CHANGE DIAGN","FIN","RELEASE",111850,6
"FIN","RELEASE","CODE OK",103644,1
"NEW","CHANGE DIAGN","FIN",-92995,13
"CHANGE DIAGN","FIN","RELEASE",-79077,6
"FIN","RELEASE","CODE OK",128648,1
"NEW","CHANGE DIAGN","FIN",96830,13
"CHANGE DIAGN","FIN","RELEASE",1,6
"FIN","RELEASE","CODE OK",2207,1
"NEW","FIN","RELEASE",75854,6
"FIN","RELEASE","CODE OK",145463,1
"NEW","FIN","RELEASE",136611,6
"FIN","RELEASE","CODE OK",137760,1
"NEW","CHANGE DIAGN","FIN",-229753,13
"CHANGE DIAGN","FIN","RELEASE",6678,6
"FIN","RELEASE","CODE OK",15290,1
"NEW","CHANGE DIAGN","FIN",4126,13
"CHANGE DIAGN","FIN","RELEASE",3426,6
"FIN","RELEASE","CODE OK",3330,1
"NEW","CHANGE DIAGN","FIN",-77654,13
"CHANGE DIAGN","FIN","RELEASE",136469,6
"FIN","RELEASE","CODE OK",137590,1
"NEW","FIN","RELEASE",-116525,6
"FIN","RELEASE","CODE OK",134188,1
"NEW","CHANGE DIAGN","FIN",-139490,13
"CHANGE DIAGN","FIN","RELEASE",-77734,6
"FIN","RELEASE","CODE OK",142751,1
"NEW","CHANGE DIAGN","FIN",-109026,13
"CHANGE DIAGN","FIN","RELEASE",-254256,6
"FIN","RELEASE","CODE OK",131342,1
"NEW","CHANGE DIAGN","FIN",244390,13
"CHANGE DIAGN","FIN","RELEASE",145587,6
"FIN","RELEASE","CODE OK",418768,1
"NEW","CHANGE DIAGN","FIN",101973,8
"CHANGE DIAGN","FIN","FIN",535661,13
"FIN","FIN","RELEASE",531730,6
"FIN","RELEASE","CODE OK",11444,1
"NEW","CHANGE DIAGN","FIN",531728,13
"CHANGE DIAGN","FIN","RELEASE",11449,6
"FIN","RELEASE","CODE OK",-481740,1
"RELEASE","CODE OK","BILLED",41820,16
"CODE OK","BILLED","STORNO",35207,1
"NEW","CHANGE DIAGN","FIN",-27073,13
"CHANGE DIAGN","FIN","RELEASE",527821,6
"FIN","RELEASE","CODE OK",495904,1
"NEW","FIN","RELEASE",-533663,6
"FIN","RELEASE","CODE OK",583617,1
"NEW","CHANGE DIAGN","FIN",-527820,13
"CHANGE DIAGN","FIN","RELEASE",-14736,6
"FIN","RELEASE","CODE OK",-18021,1
"NEW","CHANGE DIAGN","FIN",-302447,13
"CHANGE DIAGN","FIN","RELEASE",-321217,6
"FIN","RELEASE","CODE OK",282650,1
"NEW","CHANGE DIAGN","FIN",531686,13
"CHANGE DIAGN","FIN","RELEASE",11094,6
"FIN","RELEASE","CODE OK",-503307,1
"NEW","CHANGE DIAGN","FIN",10932,13
"CHANGE DIAGN","FIN","RELEASE",-520452,6
"FIN","RELEASE","CODE OK",-5817,1
"NEW","FIN","RELEASE",-462640,6
"FIN","RELEASE","CODE OK",131330,1
"NEW","CHANGE DIAGN","FIN",287948,13
"CHANGE DIAGN","FIN","RELEASE",533161,6
"FIN","RELEASE","CODE OK",10731,1
"NEW","CHANGE DIAGN","FIN",13067,13
"CHANGE DIAGN","FIN","RELEASE",108599,6
"FIN","RELEASE","CODE OK",-40477,1
"NEW","CHANGE DIAGN","FIN",-429800,13
"CHANGE DIAGN","FIN","RELEASE",-2880,6
"FIN","RELEASE","CODE OK",11520,1
"NEW","CHANGE DIAGN","FIN",-31470,13
"CHANGE DIAGN","FIN","RELEASE",51514,6
"FIN","RELEASE","CODE OK",-37440,1
"NEW","CHANGE DIAGN","FIN",28800,13
"CHANGE DIAGN","FIN","RELEASE",-1440,6
"FIN","RELEASE","CODE OK",8640,1
"NEW","CHANGE DIAGN","FIN",17280,13
"CHANGE DIAGN","FIN","RELEASE",54720,6
"FIN","RELEASE","CODE OK",365023,1
"NEW","CHANGE DIAGN","FIN",-1440,13
"CHANGE DIAGN","FIN","RELEASE",-2820,6
"FIN","RELEASE","CODE OK",11563,1
"NEW","CHANGE DIAGN","FIN",-57753,13
"CHANGE DIAGN","FIN","RELEASE",-50648,6
"FIN","RELEASE","CODE OK",-268257,1
"NEW","FIN","RELEASE",-79505,6
"FIN","RELEASE","CODE OK",7432,1
"NEW","CHANGE DIAGN","FIN",-269014,13
"CHANGE DIAGN","FIN","RELEASE",7431,6
"FIN","RELEASE","CODE OK",208182,1
"RELEASE","CODE OK","BILLED",1278,16
"CODE OK","BILLED","STORNO",8393,12
"BILLED","STORNO","REJECT",-199361,1
"NEW","FIN","RELEASE",502706,6
"FIN","RELEASE","CODE OK",293247,1
"NEW","FIN","RELEASE",191885,6
"FIN","RELEASE","CODE OK",190769,1
"NEW","FIN","RELEASE",534780,6
"FIN","RELEASE","CODE OK",10954,1
"NEW","CHANGE DIAGN","CHANGE END",-129663,8
"CHANGE DIAGN","CHANGE END","FIN",-161312,13
"CHANGE END","FIN","RELEASE",93206,6
"FIN","RELEASE","CODE OK",209993,1
"NEW","FIN","RELEASE",37495,6
"FIN","RELEASE","CODE OK",57128,1
"NEW","CHANGE DIAGN","FIN",-83129,13
"CHANGE DIAGN","FIN","RELEASE",-225812,6
"FIN","RELEASE","CODE OK",24549,1
"RELEASE","CODE OK","BILLED",71468,16
"CODE OK","BILLED","STORNO",71475,12
"BILLED","STORNO","REJECT",393236,1
"NEW","FIN","RELEASE",89286,6
"FIN","RELEASE","CODE OK",222311,1
"NEW","CHANGE DIAGN","FIN",114078,13
"CHANGE DIAGN","FIN","RELEASE",-305608,6
"FIN","RELEASE","CODE OK",-291222,1
"NEW","FIN","RELEASE",-127285,6
"FIN","RELEASE","CODE OK",-547420,1
"NEW","CHANGE DIAGN","FIN",22314,13
"CHANGE DIAGN","FIN","RELEASE",-618092,6
"FIN","RELEASE","CODE OK",-557382,1
"NEW","FIN","RELEASE",-134041,6
"FIN","RELEASE","CODE OK",131898,1
"RELEASE","CODE OK","BILLED",137645,16
"CODE OK","BILLED","STORNO",85038,12
"BILLED","STORNO","REJECT",-123315,1
"STORNO","REJECT","BILLED",-129062,16
"REJECT","BILLED","STORNO",-203063,12
"BILLED","STORNO","REJECT",5117,14
"STORNO","REJECT","REOPEN",12412,8
"REJECT","REOPEN","FIN",211758,13
"REOPEN","FIN","RELEASE",-7994,6
"FIN","RELEASE","CODE OK",-15289,1
"NEW","CHANGE DIAGN","FIN",-116621,13
"CHANGE DIAGN","FIN","RELEASE",61231,6
"FIN","RELEASE","CODE OK",68734,1
"NEW","CHANGE DIAGN","FIN",535386,13
"CHANGE DIAGN","FIN","RELEASE",11614,6
"FIN","RELEASE","CODE OK",-522601,1
"NEW","FIN","RELEASE",-185101,6
"FIN","RELEASE","CODE OK",-185142,1
"NEW","CHANGE DIAGN","FIN",128523,13
"CHANGE DIAGN","FIN","RELEASE",130326,6
"FIN","RELEASE","CODE OK",117629,1
"RELEASE","CODE OK","BILLED",72896,16
"CODE OK","BILLED","STORNO",78840,1
"BILLED","STORNO","BILLED",72102,16
"STORNO","BILLED","STORNO",6779,1
"NEW","FIN","RELEASE",-36064,6
"FIN","RELEASE","CODE OK",130303,1
"NEW","FIN","RELEASE",-137688,6
"FIN","RELEASE","CODE OK",-100506,1
"NEW","CHANGE DIAGN","FIN",-110335,13
"CHANGE DIAGN","FIN","RELEASE",126282,6
"FIN","RELEASE","CODE OK",-33598,1
"NEW","FIN","RELEASE",-205860,6
"FIN","RELEASE","CODE OK",-247001,1
"NEW","FIN","RELEASE",-121641,6
"FIN","RELEASE","CODE OK",-128583,1
"NEW","CHANGE DIAGN","FIN",103853,13
"CHANGE DIAGN","FIN","RELEASE",-195092,6
"FIN","RELEASE","CODE OK",-195154,1
"NEW","FIN","RELEASE",21227,6
"FIN","RELEASE","CODE OK",21294,13
"RELEASE","CODE OK","RELEASE",18683,6
"CODE OK","RELEASE","CODE OK",816,1
"NEW","CHANGE DIAGN","FIN",-193308,13
"CHANGE DIAGN","FIN","RELEASE",130511,6
"FIN","RELEASE","CODE OK",137653,1
"NEW","FIN","REOPEN",72796,7
"NEW","FIN","RELEASE",82171,6
"FIN","RELEASE","CODE OK",-85857,1
"NEW","FIN","RELEASE",137442,6
"FIN","RELEASE","CODE OK",86215,1
"NEW","CHANGE DIAGN","FIN",136232,13
"CHANGE DIAGN","FIN","RELEASE",137382,6
"FIN","RELEASE","CODE OK",82027,1
"NEW","FIN","RELEASE",-327138,6
"FIN","RELEASE","CODE OK",-723015,1
"NEW","FIN","RELEASE",86422,6
"FIN","RELEASE","CODE OK",-107500,1
"NEW","CHANGE DIAGN","FIN",79951,13
"CHANGE DIAGN","FIN","RELEASE",-123514,6
"FIN","RELEASE","CODE OK",127815,1
"NEW","CHANGE DIAGN","FIN",-262953,13
"CHANGE DIAGN","FIN","RELEASE",-270245,6
"FIN","RELEASE","CODE OK",-190837,1
"NEW","CHANGE DIAGN","FIN",-124897,13
"CHANGE DIAGN","FIN","RELEASE",-126053,6
"FIN","RELEASE","CODE OK",-74948,1
"NEW","CHANGE DIAGN","FIN",-127569,13
"CHANGE DIAGN","FIN","RELEASE",-133442,6
"FIN","RELEASE","CODE OK",-106603,1
"NEW","CHANGE DIAGN","FIN",-107579,13
"CHANGE DIAGN","FIN","RELEASE",53012,6
"FIN","RELEASE","CODE OK",-121522,1
"NEW","FIN","RELEASE",-212514,6
"FIN","RELEASE","CODE OK",-121810,1
"NEW","FIN","RELEASE",-137728,6
"FIN","RELEASE","CODE OK",-138879,1
"NEW","FIN","RELEASE",91812,6
"FIN","RELEASE","CODE OK",-120179,1
"NEW","CHANGE DIAGN","FIN",-133098,13
"CHANGE DIAGN","FIN","RELEASE",-127335,6
"FIN","RELEASE","CODE OK",-196188,1
"NEW","CHANGE DIAGN","FIN",70001,13
"CHANGE DIAGN","FIN","RELEASE",111998,6
"FIN","RELEASE","CODE OK",-93018,1
"NEW","CHANGE DIAGN","FIN",137599,13
"CHANGE DIAGN","FIN","RELEASE",287425,6
"FIN","RELEASE","CODE OK",-172152,1
"NEW","CHANGE DIAGN","FIN",-541151,13
"CHANGE DIAGN","FIN","RELEASE",-528902,6
"FIN","RELEASE","CODE OK",27322,14
"RELEASE","CODE OK","REOPEN",157464,8
"CODE OK","REOPEN","FIN",141685,13
"REOPEN","FIN","RELEASE",130317,6
"FIN","RELEASE","CODE OK",74660,1
"NEW","CHANGE DIAGN","FIN",130234,13
"CHANGE DIAGN","FIN","RELEASE",137379,6
"FIN","RELEASE","CODE OK",86426,1
"NEW","CHANGE DIAGN","FIN",137468,13
"CHANGE DIAGN","FIN","RELEASE",100977,6
"FIN","RELEASE","CODE OK",-166536,1
"NEW","CHANGE DIAGN","FIN",-27925,13
"CHANGE DIAGN","FIN","RELEASE",-34136,6
"FIN","RELEASE","CODE OK",100181,1
"NEW","CHANGE DIAGN","FIN",-137530,13
"CHANGE DIAGN","FIN","RELEASE",-138685,6
"FIN","RELEASE","CODE OK",-148301,14
"RELEASE","CODE OK","REOPEN",69541,8
"CODE OK","REOPEN","FIN",95484,13
"REOPEN","FIN","RELEASE",26700,6
"FIN","RELEASE","CODE OK",146718,1
"NEW","CHANGE DIAGN","FIN",132974,13
"CHANGE DIAGN","FIN","RELEASE",137233,6
"FIN","RELEASE","CODE OK",83403,1
"NEW","FIN","RELEASE",131734,6
"FIN","RELEASE","CODE OK",137481,1
"NEW","CHANGE DIAGN","FIN",-113903,13
"CHANGE DIAGN","FIN","RELEASE",130319,6
"FIN","RELEASE","CODE OK",137405,1
"NEW","CHANGE DIAGN","FIN",-235333,13
"CHANGE DIAGN","FIN","RELEASE",131337,6
"FIN","RELEASE","CODE OK",131682,1
"NEW","CHANGE DIAGN","FIN",-99563,13
"CHANGE DIAGN","FIN","RELEASE",129131,6
"FIN","RELEASE","CODE OK",137288,1
"RELEASE","CODE OK","BILLED",87888,16
"CODE OK","BILLED","STORNO",-133432,1
"BILLED","STORNO","BILLED",-141701,16
"STORNO","BILLED","STORNO",-220721,1
"NEW","CHANGE DIAGN","FIN",68573,13
"CHANGE DIAGN","FIN","RELEASE",67064,6
"FIN","RELEASE","CODE OK",146964,14
"RELEASE","CODE OK","REOPEN",-75664,8
"CODE OK","REOPEN","FIN",46791,13
"REOPEN","FIN","RELEASE",60025,6
"FIN","RELEASE","CODE OK",282562,1
"NEW","CHANGE DIAGN","FIN",-194611,13
"CHANGE DIAGN","FIN","RELEASE",-116943,6
"FIN","RELEASE","CODE OK",130486,1
"RELEASE","CODE OK","BILLED",98768,16
"CODE OK","BILLED","STORNO",286085,1
"BILLED","STORNO","BILLED",-174887,16
"STORNO","BILLED","STORNO",-183649,12
"BILLED","STORNO","REJECT",-330690,1
"NEW","CHANGE DIAGN","FIN",-49677,13
"CHANGE DIAGN","FIN","RELEASE",-109495,6
"FIN","RELEASE","CODE OK",120033,1
"NEW","FIN","RELEASE",-97403,6
"FIN","RELEASE","CODE OK",-125258,1
"NEW","NEW","NEW",-101783,11
"NEW","NEW","NEW",-110465,7
"NEW","CHANGE DIAGN","FIN",82159,13
"CHANGE DIAGN","FIN","RELEASE",-93306,6
"FIN","RELEASE","CODE OK",30933,1
"NEW","CHANGE DIAGN","FIN",63104,13
"CHANGE DIAGN","FIN","RELEASE",-183427,6
"FIN","RELEASE","CODE OK",-189358,1
"NEW","CHANGE DIAGN","FIN",86153,13
"CHANGE DIAGN","FIN","RELEASE",-167615,6
"FIN","RELEASE","CODE OK",-167669,1
"NEW","FIN","RELEASE",82004,6
"FIN","RELEASE","CODE OK",-189435,1
"NEW","CHANGE DIAGN","FIN",95591,13
"CHANGE DIAGN","FIN","RELEASE",148267,6
"FIN","RELEASE","CODE OK",-39866,14
"RELEASE","CODE OK","REOPEN",2165,7
"NEW","CHANGE DIAGN","FIN",11854,13
"CHANGE DIAGN","FIN","RELEASE",1688,6
"FIN","RELEASE","CODE OK",1,1
"NEW","CHANGE DIAGN","FIN",-92136,13
"CHANGE DIAGN","FIN","RELEASE",129171,6
"FIN","RELEASE","CODE OK",139338,14
"RELEASE","CODE OK","REOPEN",86368,8
"CODE OK","REOPEN","FIN",-130577,13
"REOPEN","FIN","RELEASE",-140743,6
"FIN","RELEASE","CODE OK",-87808,1
"NEW","FIN","RELEASE",-67674,6
"FIN","RELEASE","CODE OK",130261,1
"NEW","CHANGE DIAGN","FIN",-176138,13
"CHANGE DIAGN","FIN","RELEASE",-141185,6
"FIN","RELEASE","CODE OK",133106,1
"NEW","FIN","RELEASE",-108895,6
"FIN","RELEASE","CODE OK",-57734,1
"NEW","CHANGE DIAGN","FIN",-38042,13
"CHANGE DIAGN","FIN","RELEASE",92112,6
"FIN","RELEASE","CODE OK",131333,1
"NEW","FIN","RELEASE",167947,6
"FIN","RELEASE","CODE OK",-228169,1
"NEW","FIN","RELEASE",128822,6
"FIN","RELEASE","CODE OK",114359,1
"NEW","CHANGE DIAGN","FIN",-133284,13
"CHANGE DIAGN","FIN","RELEASE",-236704,6
"FIN","RELEASE","CODE OK",-4188,1
"NEW","CHANGE DIAGN","FIN",86261,13
"CHANGE DIAGN","FIN","RELEASE",-80206,6
"FIN","RELEASE","CODE OK",-87346,1
"NEW","CHANGE DIAGN","FIN",-137973,13
"CHANGE DIAGN","FIN","RELEASE",-142149,6
"FIN","RELEASE","CODE OK",-118292,14
"RELEASE","CODE OK","REOPEN",118906,2
"CODE OK","REOPEN","CHANGE DIAGN",124806,8
"REOPEN","CHANGE DIAGN","FIN",115499,13
"CHANGE DIAGN","FIN","RELEASE",-115922,6
"FIN","RELEASE","CODE OK",219914,1
"NEW","CHANGE DIAGN","FIN",-313092,13
"CHANGE DIAGN","FIN","RELEASE",77118,6
"FIN","RELEASE","CODE OK",79724,1
"NEW","FIN","RELEASE",130185,6
"FIN","RELEASE","CODE OK",137330,1
"NEW","FIN","RELEASE",-83481,6
"FIN","RELEASE","CODE OK",130183,1
"NEW","CHANGE DIAGN","FIN",-143223,13
"CHANGE DIAGN","FIN","RELEASE",-78792,6
"FIN","RELEASE","CODE OK",143379,1
"NEW","FIN","RELEASE",-147551,6
"FIN","RELEASE","CODE OK",-97999,1
"NEW","FIN","RELEASE",-136209,6
"FIN","RELEASE","CODE OK",-140363,1
"NEW","CHANGE DIAGN","FIN",81997,13
"CHANGE DIAGN","FIN","RELEASE",-141939,6
"FIN","RELEASE","CODE OK",-146093,1
"NEW","FIN","RELEASE",81945,6
"FIN","RELEASE","CODE OK",-98739,1
"NEW","CHANGE DIAGN","FIN",137365,13
"CHANGE DIAGN","FIN","RELEASE",10840,6
"FIN","RELEASE","CODE OK",28372,1
"NEW","CHANGE DIAGN","FIN",-202596,13
"CHANGE DIAGN","FIN","RELEASE",-123756,6
"FIN","RELEASE","CODE OK",129157,1
"NEW","CHANGE DIAGN","FIN",-133537,13
"CHANGE DIAGN","FIN","RELEASE",-144019,6
"FIN","RELEASE","CODE OK",-15185,1
"NEW","FIN","RELEASE",-136302,6
"FIN","RELEASE","CODE OK",-146469,1
"NEW","FIN","RELEASE",123891,6
"FIN","RELEASE","CODE OK",-52706,1
"NEW","FIN","RELEASE",139220,6
"FIN","RELEASE","CODE OK",105410,1
"NEW","FIN","RELEASE",129060,6
"FIN","RELEASE","CODE OK",139226,1
"NEW","FIN","RELEASE",714496,6
"FIN","RELEASE","CODE OK",715387,1
"NEW","FIN","RELEASE",-650808,6
"FIN","RELEASE","CODE OK",129045,1
"NEW","CHANGE DIAGN","FIN",-143430,13
"CHANGE DIAGN","FIN","RELEASE",-90678,6
"FIN","RELEASE","CODE OK",128953,1
"NEW","CHANGE DIAGN","FIN",-137527,13
"CHANGE DIAGN","FIN","RELEASE",-83375,6
"FIN","RELEASE","CODE OK",130194,1
"RELEASE","CODE OK","BILLED",138987,16
"CODE OK","BILLED","STORNO",84829,12
"BILLED","STORNO","REJECT",-94125,14
"STORNO","REJECT","REOPEN",293474,8
"REJECT","REOPEN","FIN",217628,13
"REOPEN","FIN","RELEASE",401284,6
"FIN","RELEASE","CODE OK",17559,1
"NEW","CHANGE DIAGN","FIN",-38124,13
"CHANGE DIAGN","FIN","RELEASE",-425757,6
"FIN","RELEASE","CODE OK",115203,1
"NEW","FIN","RELEASE",-103564,6
"FIN","RELEASE","CODE OK",-83780,1
"NEW","CHANGE DIAGN","FIN",17316,13
"CHANGE DIAGN","FIN","RELEASE",-536272,6
"FIN","RELEASE","CODE OK",-116085,14
"RELEASE","CODE OK","REOPEN",-586180,7
"NEW","FIN","RELEASE",508192,6
"FIN","RELEASE","CODE OK",530238,1
"NEW","CHANGE DIAGN","FIN",-22516,13
"CHANGE DIAGN","FIN","RELEASE",530237,6
"FIN","RELEASE","CODE OK",10029,1
"NEW","CHANGE DIAGN","FIN",520330,13
"CHANGE DIAGN","FIN","RELEASE",905956,6
"FIN","RELEASE","CODE OK",399105,1
"NEW","CHANGE DIAGN","FIN",531788,13
"CHANGE DIAGN","FIN","RELEASE",9938,6
"FIN","RELEASE","CODE OK",-482936,1
"NEW","FIN","RELEASE",9931,6
"FIN","RELEASE","CODE OK",-526126,1
"NEW","CHANGE DIAGN","FIN",-533263,13
"CHANGE DIAGN","FIN","RELEASE",-15831,6
"FIN","RELEASE","CODE OK",-22529,1
"NEW","CHANGE DIAGN","FIN",-1659,13
"CHANGE DIAGN","FIN","RELEASE",-3331,6
"FIN","RELEASE","CODE OK",530068,1
"NEW","NEW","NEW",-19642,7
"NEW","CHANGE DIAGN","FIN",-561965,13
"CHANGE DIAGN","FIN","RELEASE",-573071,6
"FIN","RELEASE","CODE OK",12960,1
"NEW","CHANGE DIAGN","FIN",28800,13
"CHANGE DIAGN","FIN","RELEASE",54720,6
"FIN","RELEASE","CODE OK",-14400,1
"NEW","CHANGE DIAGN","FIN",-39300,13
"CHANGE DIAGN","FIN","RELEASE",-33120,6
"FIN","RELEASE","CODE OK",48960,1
"NEW","NEW","NEW",-24480,11
"NEW","NEW","NEW",-2774,11
"NEW","NEW","NEW",541830,11
"NEW","NEW","NEW",-5653,11
"NEW","NEW","NEW",456975,11
"NEW","NEW","NEW",-495642,11
"NEW","NEW","NEW",566203,11
"NEW","NEW","NEW",102088,11
"NEW","NEW","NEW",533301,11
"NEW","NEW","NEW",9639,11
"NEW","NEW","NEW",-561940,11
"NEW","NEW","NEW",-40539,11
"NEW","NEW","NEW",-544131,11
"NEW","NEW","NEW",525934,11
"NEW","NEW","NEW",-1365,11
"NEW","NEW","NEW",502858,11
"NEW","NEW","NEW",28316,11
"NEW","NEW","NEW",-488861,11
"NEW","NEW","NEW",33948,11
"NEW","NEW","NEW",10410,11
"NEW","NEW","NEW",534818,11
"NEW","NEW","NEW",19237,11
"NEW","NEW","NEW",-530443,11
"NEW","NEW","NEW",-10598,11
"NEW","NEW","NEW",-21652,11
"NEW","NEW","NEW",530504,11
"NEW","NEW","NEW",8202,11
"NEW","NEW","NEW",-563531,11
"NEW","NEW","NEW",-284529,11
"NEW","NEW","NEW",-289252,11
"NEW","NEW","NEW",282076,11
"NEW","NEW","NEW",1157,11
"NEW","NEW","NEW",-293535,11
"NEW","NEW","NEW",233470,11
"NEW","NEW","NEW",232911,11
"NEW","NEW","NEW",532201,11
"NEW","NEW","NEW",8634,11
"NEW","NEW","NEW",-489228,11
"NEW","NEW","NEW",-490996,11
"NEW","NEW","NEW",-485259,11
"NEW","NEW","NEW",12556,11
"NEW","NEW","NEW",15302,11
"NEW","NEW","NEW",203141,11
"NEW","NEW","NEW",-39838,11
"NEW","NEW","NEW",-28364,11
"NEW","NEW","NEW",-178617,11
"NEW","NEW","NEW",64152,11
"NEW","NEW","NEW",55804,11
"NEW","NEW","NEW",62962,11
"NEW","NEW","NEW",62754,11
"NEW","NEW","NEW",53979,11
"NEW","NEW","NEW",0,11
"NEW","NEW","NEW",88296,11
"NEW","NEW","NEW",-123851,11
"NEW","NEW","NEW",-123850,11
"NEW","NEW","NEW",-202015,11
"NEW","NEW","NEW",54733,11
"NEW","NEW","NEW",55552,11
"NEW","NEW","NEW",50971,11
"NEW","NEW","NEW",361284,11
"NEW","NEW","NEW",-22291,11
"NEW","NEW","NEW",-27841,11
"NEW","NEW","NEW",-378234,11
"NEW","NEW","NEW",4930,11
"NEW","NEW","NEW",12232,11
"NEW","NEW","NEW",229275,11
"NEW","NEW","NEW",-6329,11
"NEW","NEW","NEW",-12605,11
"NEW","NEW","NEW",-155584,11
"NEW","NEW","NEW",79704,11
"NEW","NEW","NEW",81721,11
"NEW","NEW","NEW",152704,11
"NEW","NEW","NEW",-75668,11
"NEW","NEW","NEW",-78710,11
"NEW","NEW","NEW",-97980,11
"NEW","NEW","NEW",130381,11
"NEW","NEW","NEW",139173,11
"NEW","NEW","NEW",84805,11
"NEW","NEW","NEW",-180661,11
"NEW","NEW","NEW",-189454,11
"NEW","NEW","NEW",-136762,11
"NEW","NEW","NEW",128874,11
"NEW","NEW","NEW",134917,11
"NEW","NEW","NEW",86265,11
"NEW","NEW","NEW",-72974,11
"NEW","NEW","NEW",20987,11
"NEW","NEW","NEW",-25738,11
"NEW","NEW","NEW",133654,11
"NEW","NEW","NEW",37826,11
"NEW","NEW","NEW",65750,11
"NEW","NEW","NEW",65345,11
"NEW","NEW","NEW",-182295,11
"NEW","NEW","NEW",-241942,11
"NEW","NEW","NEW",-111780,11
"NEW","NEW","NEW",131803,11
"NEW","NEW","NEW",137536,11
"NEW","NEW","NEW",83411,11
"NEW","NEW","NEW",-97242,11
"NEW","NEW","NEW",-104256,11
"NEW","NEW","NEW",-48851,11
"NEW","NEW","NEW",131802,11
"NEW","NEW","NEW",138816,11
"NEW","NEW","NEW",83411,11
"NEW","NEW","NEW",-166271,11
"NEW","NEW","NEW",34225,11
"NEW","NEW","NEW",-40346,11
"NEW","NEW","NEW",209466,11
"NEW","NEW","NEW",1781,11
"NEW","NEW","NEW",5786,11
"NEW","NEW","NEW",-163688,11
"NEW","NEW","NEW",-163750,11
"NEW","NEW","NEW",-166788,11
"NEW","NEW","NEW",2445,11
"NEW","NEW","NEW",8305,11
"NEW","NEW","NEW",34852,11
"NEW","NEW","NEW",-54023,11
"NEW","NEW","NEW",27780,11
"NEW","NEW","NEW",45595,11
"NEW","NEW","NEW",134867,11
"NEW","NEW","NEW",51376,11
"NEW","NEW","NEW",80550,11
"NEW","NEW","NEW",-82915,11
"NEW","NEW","NEW",-87091,11
"NEW","NEW","NEW",-41845,11
"NEW","NEW","NEW",121575,11
"NEW","NEW","NEW",127730,11
"NEW","NEW","NEW",112612,11
"NEW","NEW","NEW",-167613,11
"NEW","NEW","NEW",-173768,11
"NEW","NEW","NEW",-151537,11
"NEW","NEW","NEW",128754,11
"NEW","NEW","NEW",138917,11
"NEW","NEW","NEW",105469,11
"NEW","NEW","NEW",-99570,11
"NEW","NEW","NEW",-109732,11
"NEW","NEW","NEW",-76496,11
"NEW","NEW","NEW",228232,11
"NEW","NEW","NEW",228232,11
"NEW","NEW","NEW",585687,11
"NEW","NEW","NEW",485572,11
"NEW","NEW","NEW",628709,11
"NEW","NEW","NEW",-712383,11
"NEW","NEW","NEW",-374367,11
"NEW","NEW","NEW",-516902,11
"NEW","NEW","NEW",343019,11
"NEW","NEW","NEW",15516,11
"NEW","NEW","NEW",-332178,11
"NEW","NEW","NEW",-336519,11
"NEW","NEW","NEW",-280180,11
"NEW","NEW","NEW",67339,11
"NEW","NEW","NEW",72890,11
"NEW","NEW","NEW",53967,11
"NEW","NEW","NEW",-58698,11
"NEW","NEW","NEW",-64240,11
"NEW","NEW","NEW",-43842,11
"NEW","NEW","NEW",68680,11
"NEW","NEW","NEW",74583,11
"NEW","NEW","NEW",162914,11
"NEW","NEW","NEW",-118999,11
"NEW","NEW","NEW",-124779,11
"NEW","NEW","NEW",-280362,11
"NEW","NEW","NEW",128910,11
"NEW","NEW","NEW",128838,11
"NEW","NEW","NEW",136388,11
"NEW","NEW","NEW",83407,11
"NEW","NEW","NEW",-75747,11
"NEW","NEW","NEW",-47977,11
"NEW","NEW","NEW",-90723,11
"NEW","NEW","NEW",68597,11
"NEW","NEW","NEW",35071,11
"NEW","NEW","NEW",42517,11
"NEW","NEW","NEW",-124675,11
"NEW","NEW","NEW",-127459,11
"NEW","NEW","NEW",-38081,11
"NEW","NEW","NEW",128945,11
"NEW","NEW","NEW",137485,11
"NEW","NEW","NEW",102320,11
"NEW","NEW","NEW",-79901,11
"NEW","NEW","NEW",-39397,11
"NEW","NEW","NEW",-50530,11
"NEW","NEW","NEW",131977,11
"NEW","NEW","NEW",90226,11
"NEW","NEW","NEW",80586,11
"NEW","NEW","NEW",-170841,11
"NEW","NEW","NEW",-169774,11
"NEW","NEW","NEW",-181486,11
"NEW","NEW","NEW",69781,11
"NEW","NEW","NEW",70110,11
"NEW","NEW","NEW",161510,11
"NEW","NEW","NEW",-72614,11
"NEW","NEW","NEW",-81387,11
"NEW","NEW","NEW",-173090,11
"NEW","NEW","NEW",60987,11
