"Activity1","Activity2","Activity3","Duration","Next_Activity","V6","V7"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-190198,"BILLED"
"NEW","CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE",143286,"CODE OK"
"CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE","CODE OK",403084,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",11476,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-314932,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",47736,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-363954,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-442484,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-61497,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",4254,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",25745,"REOPEN"
"CHANGE DIAGN","FIN","RELEASE","CODE OK","REOPEN",34267,"FIN"
"FIN","RELEASE","CODE OK","REOPEN","FIN",34267,"RELEASE"
"RELEASE","CODE OK","REOPEN","FIN","RELEASE",107377,"CODE OK"
"CODE OK","REOPEN","FIN","RELEASE","CODE OK",94567,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-136002,"BILLED"
"NEW","FIN","RELEASE","REOPEN","FIN",-4293,"RELEASE"
"FIN","RELEASE","REOPEN","FIN","RELEASE",-62306,"REOPEN"
"RELEASE","REOPEN","FIN","RELEASE","REOPEN",-44834,"FIN"
"REOPEN","FIN","RELEASE","REOPEN","FIN",-44568,"RELEASE"
"FIN","RELEASE","REOPEN","FIN","RELEASE",-112786,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",238461,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",292585,"BILLED"
"NEW","FIN","REOPEN","FIN","RELEASE",-194750,"CODE OK"
"FIN","REOPEN","FIN","RELEASE","CODE OK",-195105,"RELEASE"
"REOPEN","FIN","RELEASE","CODE OK","RELEASE",-200433,"CODE OK"
"FIN","RELEASE","CODE OK","RELEASE","CODE OK",421813,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",220686,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",239155,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",239534,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",219434,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-43412,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",220601,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-49617,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-20136,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-10060,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",62236,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-84649,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-142361,"BILLED"
"NEW","FIN","RELEASE","CODE OK","RELEASE",-64438,"CODE OK"
"FIN","RELEASE","CODE OK","RELEASE","CODE OK",-73226,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",46732,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",131525,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-49637,"REOPEN"
"CHANGE DIAGN","FIN","RELEASE","CODE OK","REOPEN",82995,"FIN"
"FIN","RELEASE","CODE OK","REOPEN","FIN",79217,"RELEASE"
"RELEASE","CODE OK","REOPEN","FIN","RELEASE",60520,"CODE OK"
"CODE OK","REOPEN","FIN","RELEASE","CODE OK",219621,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",82885,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-27554,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-96112,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-79429,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-177617,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-7200,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",37602,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-531990,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",47520,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-43200,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-10080,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",421040,"BILLED"
"NEW","CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE",8640,"CODE OK"
"CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE","CODE OK",-7496,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-288705,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-3696,"BILLED"
"CHANGE DIAGN","FIN","RELEASE","CODE OK","BILLED",-4015,"STORNO"
"FIN","RELEASE","CODE OK","BILLED","STORNO",-397540,"REJECT"
"RELEASE","CODE OK","BILLED","STORNO","REJECT",-2868,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-115000,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",24449,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",3919,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-130161,"REOPEN"
"CHANGE DIAGN","FIN","RELEASE","CODE OK","REOPEN",-129714,"FIN"
"FIN","RELEASE","CODE OK","REOPEN","FIN",-138035,"RELEASE"
"RELEASE","CODE OK","REOPEN","FIN","RELEASE",-28549,"CODE OK"
"CODE OK","REOPEN","FIN","RELEASE","CODE OK",392053,"BILLED"
"NEW","CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE",-386755,"CODE OK"
"CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE","CODE OK",238538,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",420582,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",170162,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-11670,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-5637,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",155556,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-112860,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-128540,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-65164,"REOPEN"
"CHANGE DIAGN","FIN","RELEASE","CODE OK","REOPEN",-129728,"DELETE"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-91594,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-177801,"BILLED"
"NEW","CHANGE DIAGN","FIN","FIN","RELEASE",-78112,"CODE OK"
"CHANGE DIAGN","FIN","FIN","RELEASE","CODE OK",219236,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",219455,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",499735,"BILLED"
"NEW","CHANGE DIAGN","CHANGE DIAGN","CHANGE DIAGN","FIN",-402853,"RELEASE"
"CHANGE DIAGN","CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE",-8987,"CODE OK"
"CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE","CODE OK",-43852,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",120745,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-498241,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",169160,"RELEASE"
"CHANGE DIAGN","FIN","RELEASE","CODE OK","RELEASE",169596,"CODE OK"
"FIN","RELEASE","CODE OK","RELEASE","CODE OK",170047,"MANUAL"
"RELEASE","CODE OK","RELEASE","CODE OK","MANUAL",170735,"RELEASE"
"CODE OK","RELEASE","CODE OK","MANUAL","RELEASE",38926,"CODE OK"
"RELEASE","CODE OK","MANUAL","RELEASE","CODE OK",-472196,"REOPEN"
"CODE OK","MANUAL","RELEASE","CODE OK","REOPEN",-422108,"FIN"
"MANUAL","RELEASE","CODE OK","REOPEN","FIN",-427906,"RELEASE"
"RELEASE","CODE OK","REOPEN","FIN","RELEASE",-435934,"CODE OK"
"CODE OK","REOPEN","FIN","RELEASE","CODE OK",96418,"BILLED"
"NEW","FIN","RELEASE","CODE OK","REOPEN",-214320,"DELETE"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-127477,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",89474,"BILLED"
"NEW","NEW","NEW","NEW","NEW",10083,"NEW"
"NEW","NEW","NEW","NEW","NEW",-62669,"NEW"
"NEW","NEW","NEW","NEW","NEW",218049,"NEW"
"NEW","NEW","NEW","NEW","NEW",-41487,"NEW"
"NEW","NEW","NEW","NEW","NEW",-171972,"NEW"
"NEW","NEW","NEW","NEW","NEW",-39422,"NEW"
"NEW","NEW","NEW","NEW","NEW",-46344,"NEW"
"NEW","NEW","NEW","NEW","NEW",-120264,"NEW"
"NEW","NEW","NEW","NEW","NEW",219192,"NEW"
"NEW","NEW","NEW","NEW","NEW",-8461,"NEW"
"NEW","NEW","NEW","NEW","NEW",-127454,"NEW"
"NEW","NEW","NEW","NEW","NEW",-8955,"NEW"
"NEW","NEW","NEW","NEW","NEW",-14680,"NEW"
"NEW","NEW","NEW","NEW","NEW",-88553,"FIN"
"NEW","NEW","NEW","NEW","FIN",219122,"RELEASE"
"NEW","NEW","NEW","FIN","RELEASE",205978,"CODE OK"
"NEW","NEW","FIN","RELEASE","CODE OK",87226,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-52081,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE NOK",211017,"CODE NOK"
"CHANGE DIAGN","FIN","RELEASE","CODE NOK","CODE NOK",-8410,"REOPEN"
"FIN","RELEASE","CODE NOK","CODE NOK","REOPEN",-8411,"FIN"
"RELEASE","CODE NOK","CODE NOK","REOPEN","FIN",41571,"RELEASE"
"CODE NOK","CODE NOK","REOPEN","FIN","RELEASE",34419,"CODE OK"
"CODE NOK","REOPEN","FIN","RELEASE","CODE OK",-163875,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-62122,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",1495,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-132663,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-67369,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-111571,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-135870,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-75626,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-118749,"BILLED"
"NEW","CHANGE DIAGN","CHANGE DIAGN","FIN","REOPEN",-67195,"FIN"
"CHANGE DIAGN","CHANGE DIAGN","FIN","REOPEN","FIN",-14373,"REOPEN"
"CHANGE DIAGN","FIN","REOPEN","FIN","REOPEN",-14403,"FIN"
"FIN","REOPEN","FIN","REOPEN","FIN",-208419,"RELEASE"
"REOPEN","FIN","REOPEN","FIN","RELEASE",61859,"CODE OK"
"FIN","REOPEN","FIN","RELEASE","CODE OK",61858,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-75811,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-89273,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-45863,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-23074,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-537336,"BILLED"
"NEW","FIN","RELEASE","CODE OK","BILLED",-282065,"STORNO"
"FIN","RELEASE","CODE OK","BILLED","STORNO",-178138,"REJECT"
"RELEASE","CODE OK","BILLED","STORNO","REJECT",-177838,"REOPEN"
"CODE OK","BILLED","STORNO","REJECT","REOPEN",-172463,"DELETE"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-110564,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-18863,"BILLED"
"NEW","FIN","RELEASE","CODE OK","RELEASE",-338245,"CODE OK"
"FIN","RELEASE","CODE OK","RELEASE","CODE OK",143398,"BILLED"
"NEW","NEW","NEW","NEW","NEW",-111863,"NEW"
"NEW","NEW","NEW","NEW","NEW",-117058,"NEW"
"NEW","NEW","NEW","NEW","NEW",-188479,"NEW"
"NEW","NEW","NEW","NEW","NEW",69492,"NEW"
"NEW","NEW","NEW","NEW","NEW",143369,"NEW"
"NEW","NEW","NEW","NEW","NEW",111752,"NEW"
"NEW","NEW","NEW","NEW","NEW",110944,"NEW"
"NEW","NEW","NEW","NEW","NEW",176966,"NEW"
"NEW","NEW","NEW","NEW","NEW",-13082,"NEW"
"NEW","NEW","NEW","NEW","NEW",-87732,"NEW"
"NEW","NEW","NEW","NEW","NEW",40273,"NEW"
"NEW","NEW","NEW","NEW","NEW",40315,"NEW"
"NEW","NEW","NEW","NEW","NEW",-23969,"NEW"
"NEW","NEW","NEW","NEW","NEW",218899,"NEW"
"NEW","NEW","NEW","NEW","NEW",-52753,"NEW"
"NEW","NEW","NEW","NEW","NEW",-180892,"NEW"
"NEW","NEW","NEW","NEW","NEW",-128407,"DELETE"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",10020,"BILLED"
"NEW","CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE",48960,"CODE OK"
"CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE","CODE OK",46395,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-57874,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",44652,"BILLED"
"CHANGE DIAGN","FIN","RELEASE","CODE OK","BILLED",391682,"STORNO"
"FIN","RELEASE","CODE OK","BILLED","STORNO",391914,"REJECT"
"RELEASE","CODE OK","BILLED","STORNO","REJECT",394467,"REOPEN"
"CODE OK","BILLED","STORNO","REJECT","REOPEN",365964,"FIN"
"BILLED","STORNO","REJECT","REOPEN","FIN",-8568,"RELEASE"
"STORNO","REJECT","REOPEN","FIN","RELEASE",-475700,"CODE OK"
"REJECT","REOPEN","FIN","RELEASE","CODE OK",-520255,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-220787,"BILLED"
"NEW","FIN","RELEASE","CODE OK","RELEASE",-102618,"CODE OK"
"FIN","RELEASE","CODE OK","RELEASE","CODE OK",27063,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",28928,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-40029,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",171670,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",255052,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-461433,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","REOPEN",-47520,"FIN"
"CHANGE DIAGN","FIN","RELEASE","REOPEN","FIN",4320,"RELEASE"
"FIN","RELEASE","REOPEN","FIN","RELEASE",-41760,"CODE OK"
"RELEASE","REOPEN","FIN","RELEASE","CODE OK",1440,"REOPEN"
"REOPEN","FIN","RELEASE","CODE OK","REOPEN",14400,"FIN"
"FIN","RELEASE","CODE OK","REOPEN","FIN",10080,"RELEASE"
"RELEASE","CODE OK","REOPEN","FIN","RELEASE",33120,"CODE OK"
"CODE OK","REOPEN","FIN","RELEASE","CODE OK",50400,"REOPEN"
"REOPEN","FIN","RELEASE","CODE OK","REOPEN",-44640,"FIN"
"FIN","RELEASE","CODE OK","REOPEN","FIN",-7200,"RELEASE"
"RELEASE","CODE OK","REOPEN","FIN","RELEASE",24480,"CODE OK"
"CODE OK","REOPEN","FIN","RELEASE","CODE OK",-8640,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-14400,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",188800,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-84437,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",0,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-214430,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",165627,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",217841,"BILLED"
"CHANGE DIAGN","FIN","RELEASE","CODE OK","BILLED",6743,"STORNO"
"FIN","RELEASE","CODE OK","BILLED","STORNO",-59715,"BILLED"
"RELEASE","CODE OK","BILLED","STORNO","BILLED",71800,"STORNO"
"CODE OK","BILLED","STORNO","BILLED","STORNO",66109,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",253524,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-242901,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-121379,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",216777,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",216721,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",216606,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-110415,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-132388,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",149791,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-81568,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-104768,"REOPEN"
"CHANGE DIAGN","FIN","RELEASE","CODE OK","REOPEN",236901,"DELETE"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",10087,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-210946,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-135977,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",50440,"BILLED"
"CHANGE DIAGN","FIN","RELEASE","CODE OK","BILLED",-81134,"STORNO"
"FIN","RELEASE","CODE OK","BILLED","STORNO",53125,"BILLED"
"RELEASE","CODE OK","BILLED","STORNO","BILLED",47202,"STORNO"
"CODE OK","BILLED","STORNO","BILLED","STORNO",-230705,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",34548,"BILLED"
"CHANGE DIAGN","FIN","RELEASE","CODE OK","BILLED",65909,"STORNO"
"FIN","RELEASE","CODE OK","BILLED","STORNO",70491,"BILLED"
"RELEASE","CODE OK","BILLED","STORNO","BILLED",37449,"STORNO"
"CODE OK","BILLED","STORNO","BILLED","STORNO",41327,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",216644,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",93648,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-74573,"BILLED"
"NEW","FIN","RELEASE","CODE OK","RELEASE",-215116,"CODE OK"
"FIN","RELEASE","CODE OK","RELEASE","CODE OK",418940,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",24349,"BILLED"
"CHANGE DIAGN","FIN","RELEASE","CODE OK","BILLED",18630,"STORNO"
"FIN","RELEASE","CODE OK","BILLED","STORNO",-76257,"REJECT"
"RELEASE","CODE OK","BILLED","STORNO","REJECT",217844,"REOPEN"
"CODE OK","BILLED","STORNO","REJECT","REOPEN",-57539,"DELETE"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-79528,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-83965,"BILLED"
"CHANGE DIAGN","FIN","RELEASE","CODE OK","BILLED",-40471,"STORNO"
"FIN","RELEASE","CODE OK","BILLED","STORNO",-46388,"BILLED"
"RELEASE","CODE OK","BILLED","STORNO","BILLED",-123331,"STORNO"
"CODE OK","BILLED","STORNO","BILLED","STORNO",217759,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-225007,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",99011,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",285123,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-49375,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-71208,"BILLED"
"NEW","CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE",217905,"CODE OK"
"CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE","CODE OK",-56062,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",371203,"BILLED"
"CHANGE DIAGN","FIN","RELEASE","CODE OK","BILLED",242678,"STORNO"
"FIN","RELEASE","CODE OK","BILLED","STORNO",242518,"BILLED"
"RELEASE","CODE OK","BILLED","STORNO","BILLED",281080,"STORNO"
"CODE OK","BILLED","STORNO","BILLED","STORNO",-332287,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",112925,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-4365,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",99036,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-220267,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",4126,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-74498,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",2531,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",21671,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",251819,"BILLED"
"NEW","CHANGE DIAGN","FIN","FIN","RELEASE",106446,"CODE OK"
"CHANGE DIAGN","FIN","FIN","RELEASE","CODE OK",546529,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",46091,"BILLED"
"CHANGE DIAGN","FIN","RELEASE","CODE OK","BILLED",46293,"STORNO"
"FIN","RELEASE","CODE OK","BILLED","STORNO",46080,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-21199,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-7146,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-293813,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",24482,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",269,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",298315,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-33119,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-413960,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-77550,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",2880,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",382303,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",5803,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-50389,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-61013,"BILLED"
"CHANGE DIAGN","FIN","RELEASE","CODE OK","BILLED",8642,"STORNO"
"FIN","RELEASE","CODE OK","BILLED","STORNO",8641,"REJECT"
"RELEASE","CODE OK","BILLED","STORNO","REJECT",8640,"BILLED"
"NEW","CHANGE DIAGN","CHANGE END","FIN","RELEASE",-72454,"CODE OK"
"CHANGE DIAGN","CHANGE END","FIN","RELEASE","CODE OK",-8447,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-80173,"BILLED"
"CHANGE DIAGN","FIN","RELEASE","CODE OK","BILLED",-154418,"STORNO"
"FIN","RELEASE","CODE OK","BILLED","STORNO",93142,"REJECT"
"RELEASE","CODE OK","BILLED","STORNO","REJECT",396192,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-291134,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-557360,"BILLED"
"NEW","FIN","RELEASE","CODE OK","BILLED",-127948,"STORNO"
"FIN","RELEASE","CODE OK","BILLED","STORNO",216590,"REJECT"
"RELEASE","CODE OK","BILLED","STORNO","REJECT",8583,"BILLED"
"CODE OK","BILLED","STORNO","REJECT","BILLED",-122969,"STORNO"
"BILLED","STORNO","REJECT","BILLED","STORNO",-118371,"REJECT"
"STORNO","REJECT","BILLED","STORNO","REJECT",-123945,"REOPEN"
"REJECT","BILLED","STORNO","REJECT","REOPEN",-195595,"FIN"
"BILLED","STORNO","REJECT","REOPEN","FIN",216702,"RELEASE"
"STORNO","REJECT","REOPEN","FIN","RELEASE",-2877,"CODE OK"
"REJECT","REOPEN","FIN","RELEASE","CODE OK",-7821,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-107773,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",4346,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",136023,"BILLED"
"CHANGE DIAGN","FIN","RELEASE","CODE OK","BILLED",202858,"STORNO"
"FIN","RELEASE","CODE OK","BILLED","STORNO",189333,"BILLED"
"RELEASE","CODE OK","BILLED","STORNO","BILLED",79602,"STORNO"
"CODE OK","BILLED","STORNO","BILLED","STORNO",79311,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",135402,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-95440,"BILLED"
"NEW","FIN","RELEASE","CODE OK","RELEASE",21991,"CODE OK"
"FIN","RELEASE","CODE OK","RELEASE","CODE OK",21728,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-185740,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",216253,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",130873,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-128405,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",5138,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-20477,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",55803,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-112900,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-28740,"BILLED"
