"Activity1","Activity2","Activity3","Duration","Next_Activity","V6"
"REOPEN","FIN","RELEASE","CODE OK",-23932,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",1440,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",34042,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-11539,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-12886,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",0,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",0,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",0,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",0,"BILLED"
"NEW","FIN","RELEASE","CODE OK",0,"BILLED"
"FIN","RELEASE","CODE OK","BILLED",0,"CODE OK"
"NEW","CHANGE DIAGN","FIN","RELEASE",1,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",1,"BILLED"
"NEW","NEW","NEW","NEW",0,"DELETE"
"NEW","CHANGE DIAGN","FIN","RELEASE",0,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",0,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",0,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",0,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",51876,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",12996,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-53280,"REOPEN"
"CHANGE DIAGN","FIN","RELEASE","REOPEN",-8640,"CHANGE DIAGN"
"FIN","RELEASE","REOPEN","CHANGE DIAGN",1440,"FIN"
"RELEASE","REOPEN","CHANGE DIAGN","FIN",-10080,"RELEASE"
"REOPEN","CHANGE DIAGN","FIN","RELEASE",5760,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-28800,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",38880,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",27358,"BILLED"
"NEW","FIN","RELEASE","CODE OK",36000,"RELEASE"
"FIN","RELEASE","CODE OK","RELEASE",25920,"CODE OK"
"RELEASE","CODE OK","RELEASE","CODE OK",12960,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-28800,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-31680,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",30240,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-34560,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-34560,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-31680,"BILLED"
"NEW","FIN","RELEASE","CODE OK",20160,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",37440,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-2880,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-11520,"BILLED"
"NEW","FIN","RELEASE","CODE OK",533205,"BILLED"
"NEW","FIN","RELEASE","MANUAL",197047,"DELETE"
"NEW","CHANGE DIAGN","FIN","RELEASE",47540,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",7202,"BILLED"
"FIN","RELEASE","CODE OK","BILLED",118393,"STORNO"
"RELEASE","CODE OK","BILLED","STORNO",-8611,"REJECT"
"CODE OK","BILLED","STORNO","REJECT",-56150,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",111122,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",110125,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",92450,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",24118,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-53569,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",68314,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-111871,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",15529,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-7537,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-166863,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",69959,"BILLED"
"NEW","FIN","RELEASE","CODE OK",27904,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-107184,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-186809,"BILLED"
"NEW","FIN","RELEASE","CODE OK",24208,"REOPEN"
"FIN","RELEASE","CODE OK","REOPEN",-35798,"FIN"
"RELEASE","CODE OK","REOPEN","FIN",137604,"RELEASE"
"CODE OK","REOPEN","FIN","RELEASE",216857,"CODE OK"
"REOPEN","FIN","RELEASE","CODE OK",-135853,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",106340,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-66948,"REOPEN"
"FIN","RELEASE","CODE OK","REOPEN",-66981,"FIN"
"RELEASE","CODE OK","REOPEN","FIN",55808,"RELEASE"
"CODE OK","REOPEN","FIN","RELEASE",32666,"CODE OK"
"REOPEN","FIN","RELEASE","CODE OK",137352,"REOPEN"
"FIN","RELEASE","CODE OK","REOPEN",216591,"FIN"
"RELEASE","CODE OK","REOPEN","FIN",-130250,"RELEASE"
"CODE OK","REOPEN","FIN","RELEASE",-9592,"CODE OK"
"REOPEN","FIN","RELEASE","CODE OK",-8684,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-131890,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-163390,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",215614,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-16358,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-534578,"MANUAL"
"FIN","RELEASE","CODE OK","MANUAL",-535314,"RELEASE"
"RELEASE","CODE OK","MANUAL","RELEASE",-530659,"CODE OK"
"CODE OK","MANUAL","RELEASE","CODE OK",-433254,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-125003,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",3862,"BILLED"
"NEW","FIN","RELEASE","CODE OK",110542,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-202956,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",35236,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-150340,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-179246,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-33361,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-37315,"BILLED"
"NEW","CHANGE DIAGN","CHANGE DIAGN","FIN",11064,"RELEASE"
"CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE",-105347,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",114706,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",216432,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-132929,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",197916,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-69536,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-675321,"DELETE"
"NEW","CHANGE DIAGN","CHANGE DIAGN","FIN",-68627,"RELEASE"
"CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE",54396,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-73317,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-22243,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-80310,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-49937,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-102258,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",8375,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-51645,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-14633,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-74362,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",256647,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",207663,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-421801,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-293094,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-367804,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",64086,"BILLED"
"FIN","RELEASE","CODE OK","BILLED",69916,"STORNO"
"RELEASE","CODE OK","BILLED","STORNO",167170,"REJECT"
"CODE OK","BILLED","STORNO","REJECT",-25131,"BILLED"
"BILLED","STORNO","REJECT","BILLED",136384,"STORNO"
"STORNO","REJECT","BILLED","STORNO",130992,"REJECT"
"REJECT","BILLED","STORNO","REJECT",16627,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",137390,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",78122,"REOPEN"
"FIN","RELEASE","CODE OK","REOPEN",-171848,"FIN"
"RELEASE","CODE OK","REOPEN","FIN",-171893,"RELEASE"
"CODE OK","REOPEN","FIN","RELEASE",-52166,"CODE OK"
"REOPEN","FIN","RELEASE","CODE OK",-112149,"BILLED"
"NEW","CHANGE DIAGN","CHANGE DIAGN","FIN",197665,"RELEASE"
"CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE",-150454,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",64498,"BILLED"
"NEW","FIN","RELEASE","CODE NOK",89352,"CODE OK"
"FIN","RELEASE","CODE NOK","CODE OK",54834,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-234139,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-137211,"BILLED"
"NEW","FIN","REOPEN","FIN",-11813,"RELEASE"
"FIN","REOPEN","FIN","RELEASE",-5721,"CODE OK"
"REOPEN","FIN","RELEASE","CODE OK",211381,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-53094,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",143196,"BILLED"
"FIN","RELEASE","CODE OK","BILLED",149277,"STORNO"
"RELEASE","CODE OK","BILLED","STORNO",19435,"REJECT"
"CODE OK","BILLED","STORNO","REJECT",19162,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-53918,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-102102,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",141857,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",109456,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-127836,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-127836,"REOPEN"
"FIN","RELEASE","CODE OK","REOPEN",-3728,"DELETE"
"NEW","CHANGE DIAGN","FIN","RELEASE",-77422,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-17717,"BILLED"
"NEW","CHANGE DIAGN","CHANGE DIAGN","CHANGE DIAGN",-146013,"FIN"
"CHANGE DIAGN","CHANGE DIAGN","CHANGE DIAGN","FIN",-17753,"RELEASE"
"CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE",-53083,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",137828,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-47281,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-175086,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-259402,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-128277,"BILLED"
"NEW","FIN","RELEASE","CODE OK",53235,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-122297,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",5679,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-15166,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-162219,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",35912,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-24357,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-7686,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-164936,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-6490,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-39152,"BILLED"
"NEW","FIN","RELEASE","CODE OK",345333,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-184681,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-192923,"REOPEN"
"FIN","RELEASE","CODE OK","REOPEN",-225793,"FIN"
"RELEASE","CODE OK","REOPEN","FIN",296358,"RELEASE"
"CODE OK","REOPEN","FIN","RELEASE",-254880,"CODE OK"
"REOPEN","FIN","RELEASE","CODE OK",-255224,"BILLED"
"FIN","RELEASE","CODE OK","BILLED",-259608,"STORNO"
"RELEASE","CODE OK","BILLED","STORNO",-306428,"BILLED"
"CODE OK","BILLED","STORNO","BILLED",9608,"STORNO"
"BILLED","STORNO","BILLED","STORNO",-28799,"BILLED"
"STORNO","BILLED","STORNO","BILLED",-28799,"STORNO"
"BILLED","STORNO","BILLED","STORNO",-28799,"REJECT"
"STORNO","BILLED","STORNO","REJECT",-38407,"BILLED"
"NEW","FIN","RELEASE","CODE NOK",0,"SET STATUS"
"NEW","FIN","RELEASE","CODE OK",1080,"BILLED"
"NEW","FIN","RELEASE","CODE OK",566465,"REOPEN"
"FIN","RELEASE","CODE OK","REOPEN",515535,"FIN"
"RELEASE","CODE OK","REOPEN","FIN",538704,"RELEASE"
"CODE OK","REOPEN","FIN","RELEASE",-561606,"CODE OK"
"REOPEN","FIN","RELEASE","CODE OK",-161001,"BILLED"
"NEW","FIN","RELEASE","CODE OK",538696,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",538698,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-522724,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-40075,"BILLED"
"NEW","FIN","RELEASE","CODE OK",530503,"BILLED"
"NEW","FIN","RELEASE","CODE OK",538669,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",157201,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-365447,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",286559,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",536246,"BILLED"
"FIN","RELEASE","CODE OK","BILLED",399738,"STORNO"
"RELEASE","CODE OK","BILLED","STORNO",538675,"BILLED"
"CODE OK","BILLED","STORNO","BILLED",-492449,"STORNO"
"BILLED","STORNO","BILLED","STORNO",26998,"BILLED"
"NEW","CHANGE DIAGN","CHANGE DIAGN","FIN",5424,"RELEASE"
"CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE",-3162,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-4773,"BILLED"
"FIN","RELEASE","CODE OK","BILLED",538512,"STORNO"
"RELEASE","CODE OK","BILLED","STORNO",-528636,"BILLED"
"CODE OK","BILLED","STORNO","BILLED",-1823,"STORNO"
"BILLED","STORNO","BILLED","STORNO",-8666,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-2906,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-21673,"BILLED"
"NEW","FIN","RELEASE","CODE OK",5431,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-23743,"REOPEN"
"FIN","RELEASE","CODE OK","REOPEN",538629,"FIN"
"RELEASE","CODE OK","REOPEN","FIN",-521430,"RELEASE"
"CODE OK","REOPEN","FIN","RELEASE",-428129,"CODE OK"
"REOPEN","FIN","RELEASE","CODE OK",-436955,"BILLED"
"FIN","RELEASE","CODE OK","BILLED",-440254,"STORNO"
"RELEASE","CODE OK","BILLED","STORNO",100036,"REJECT"
"CODE OK","BILLED","STORNO","REJECT",-119540,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-77810,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-76885,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",538629,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-521413,"BILLED"
"NEW","FIN","RELEASE","CODE OK",412344,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",538629,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-472442,"BILLED"
"NEW","FIN","RELEASE","CODE OK",538062,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",537983,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-533017,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",7200,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",1440,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",538500,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-576448,"REOPEN"
"FIN","RELEASE","CODE OK","REOPEN",-56775,"FIN"
"RELEASE","CODE OK","REOPEN","FIN",-63099,"RELEASE"
"CODE OK","REOPEN","FIN","RELEASE",-58510,"CODE OK"
"REOPEN","FIN","RELEASE","CODE OK",537315,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",295238,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-305825,"REOPEN"
"FIN","RELEASE","CODE OK","REOPEN",-305919,"FIN"
"RELEASE","CODE OK","REOPEN","FIN",-176125,"RELEASE"
"CODE OK","REOPEN","FIN","RELEASE",-203509,"CODE OK"
"REOPEN","FIN","RELEASE","CODE OK",137791,"REOPEN"
"FIN","RELEASE","CODE OK","REOPEN",196283,"FIN"
"RELEASE","CODE OK","REOPEN","FIN",-81175,"RELEASE"
"CODE OK","REOPEN","FIN","RELEASE",-81308,"CODE OK"
"REOPEN","FIN","RELEASE","CODE OK",-73885,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-23999,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",315189,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",804,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-136227,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-128714,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-91382,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-91526,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-113157,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-119024,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",70199,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",187549,"BILLED"
"NEW","FIN","RELEASE","REOPEN",85906,"FIN"
"FIN","RELEASE","REOPEN","FIN",215516,"RELEASE"
"RELEASE","REOPEN","FIN","RELEASE",-122974,"CODE OK"
"REOPEN","FIN","RELEASE","CODE OK",-123369,"RELEASE"
"FIN","RELEASE","CODE OK","RELEASE",5652,"CODE OK"
"RELEASE","CODE OK","RELEASE","CODE OK",-123896,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",16563,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-41352,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-27595,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-94890,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-42188,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",64639,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",30159,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-41031,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-61359,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",138020,"BILLED"
"NEW","CHANGE DIAGN","CHANGE DIAGN","FIN",-24227,"RELEASE"
"CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE",137992,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",196453,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",130692,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",137913,"REOPEN"
"FIN","RELEASE","CODE OK","REOPEN",186528,"FIN"
"RELEASE","CODE OK","REOPEN","FIN",-83938,"RELEASE"
"CODE OK","REOPEN","FIN","RELEASE",-84554,"CODE OK"
"REOPEN","FIN","RELEASE","CODE OK",38264,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-170872,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",70221,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",138965,"BILLED"
"NEW","FIN","RELEASE","CODE OK",22683,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",70061,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",215376,"BILLED"
"NEW","FIN","RELEASE","CODE OK",207959,"BILLED"
"NEW","FIN","RELEASE","CODE OK",38905,"BILLED"
"NEW","CHANGE DIAGN","CHANGE DIAGN","FIN",200999,"RELEASE"
"CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE",264288,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-248308,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-206682,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-173397,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-121586,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-35439,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-60831,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-84699,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-41781,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-169565,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-134419,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-94509,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-24938,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-134518,"BILLED"
"NEW","FIN","RELEASE","CODE OK",196232,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",69788,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",395751,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",159112,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",105788,"BILLED"
"NEW","FIN","RELEASE","CODE NOK",248409,"REOPEN"
"FIN","RELEASE","CODE NOK","REOPEN",13182,"FIN"
"RELEASE","CODE NOK","REOPEN","FIN",-239575,"RELEASE"
"CODE NOK","REOPEN","FIN","RELEASE",-197879,"CODE NOK"
"REOPEN","FIN","RELEASE","CODE NOK",-197965,"CODE OK"
"FIN","RELEASE","CODE NOK","CODE OK",-72939,"REOPEN"
"RELEASE","CODE NOK","CODE OK","REOPEN",173427,"FIN"
"CODE NOK","CODE OK","REOPEN","FIN",137770,"RELEASE"
"CODE OK","REOPEN","FIN","RELEASE",196187,"CODE OK"
"REOPEN","FIN","RELEASE","CODE OK",-129888,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-128871,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-128976,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-130390,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-10213,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-56807,"BILLED"
"NEW","CHANGE DIAGN","CHANGE DIAGN","FIN",-81148,"RELEASE"
"CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE",52813,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-63125,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",196153,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-132967,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",196266,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-150155,"REOPEN"
"FIN","RELEASE","CODE OK","REOPEN",255984,"DELETE"
"NEW","FIN","RELEASE","CODE OK",-374035,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-173509,"BILLED"
"NEW","FIN","RELEASE","CODE OK",396132,"BILLED"
"NEW","FIN","RELEASE","CODE OK",137691,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-135210,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",71311,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",117018,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",357303,"RELEASE"
"FIN","RELEASE","CODE OK","RELEASE",-343305,"CODE OK"
"RELEASE","CODE OK","RELEASE","CODE OK",-343474,"MANUAL"
"CODE OK","RELEASE","CODE OK","MANUAL",-217975,"RELEASE"
"RELEASE","CODE OK","MANUAL","RELEASE",-217989,"CODE OK"
"CODE OK","MANUAL","RELEASE","CODE OK",137775,"RELEASE"
"MANUAL","RELEASE","CODE OK","RELEASE",397203,"CODE OK"
"RELEASE","CODE OK","RELEASE","CODE OK",-101621,"REOPEN"
"CODE OK","RELEASE","CODE OK","REOPEN",-101970,"DELETE"
"NEW","CHANGE DIAGN","FIN","RELEASE",209078,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",125977,"BILLED"
"NEW","FIN","RELEASE","CODE OK",133680,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",137875,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",195137,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-512201,"BILLED"
"NEW","FIN","RELEASE","CODE OK",92472,"BILLED"
"NEW","FIN","RELEASE","CODE OK",4315,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-110775,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-17362,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-142335,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",67567,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-55820,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",140190,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-65273,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-52262,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-20969,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",137771,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-136601,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",107855,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-89725,"REOPEN"
"FIN","RELEASE","CODE OK","REOPEN",128110,"FIN"
"RELEASE","CODE OK","REOPEN","FIN",137167,"RELEASE"
"CODE OK","REOPEN","FIN","RELEASE",98317,"CODE OK"
"REOPEN","FIN","RELEASE","CODE OK",-131847,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",207854,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-108643,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",30084,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-27073,"BILLED"
"FIN","RELEASE","CODE OK","BILLED",137635,"STORNO"
